time,open,close,high,low,volume,amount,junjia
2019-06-25 09:01:00,10430.0,10430.0,10440.0,10390.0,5826.0,303534608.0,10420.0
2019-06-25 09:02:00,10425.0,10445.0,10455.0,10425.0,5346.0,279085200.0,10430.0
2019-06-25 09:03:00,10445.0,10445.0,10475.0,10445.0,3912.0,204387900.0,10435.0
2019-06-25 09:04:00,10450.0,10440.0,10455.0,10440.0,1852.0,97051500.0,10440.0
2019-06-25 09:05:00,10440.0,10450.0,10455.0,10440.0,1380.0,72036000.0,10440.0
2019-06-25 09:06:00,10455.0,10410.0,10455.0,10395.0,5428.0,282748000.0,10435.0
2019-06-25 09:07:00,10410.0,10400.0,10420.0,10395.0,3706.0,192674300.0,10430.0
2019-06-25 09:08:00,10400.0,10405.0,10420.0,10400.0,2850.0,148627500.0,10430.0
2019-06-25 09:09:00,10410.0,10405.0,10410.0,10380.0,6188.0,321792000.0,10425.0
2019-06-25 09:10:00,10405.0,10405.0,10420.0,10405.0,1532.0,79855500.0,10425.0
2019-06-25 09:11:00,10405.0,10395.0,10420.0,10395.0,1936.0,99915100.0,10420.0
2019-06-25 09:12:00,10400.0,10390.0,10400.0,10370.0,5850.0,304785008.0,10420.0
2019-06-25 09:13:00,10390.0,10405.0,10410.0,10385.0,3796.0,196531550.0,10415.0
2019-06-25 09:14:00,10405.0,10405.0,10405.0,10400.0,472.0,24579400.0,10415.0
2019-06-25 09:15:00,10400.0,10405.0,10415.0,10400.0,878.0,45721850.0,10415.0
2019-06-25 09:16:00,10405.0,10400.0,10410.0,10395.0,1476.0,76862700.0,10415.0
2019-06-25 09:17:00,10400.0,10405.0,10405.0,10400.0,534.0,27808050.0,10415.0
2019-06-25 09:18:00,10400.0,10405.0,10415.0,10400.0,1764.0,91860300.0,10415.0
2019-06-25 09:19:00,10405.0,10395.0,10405.0,10395.0,506.0,26349950.0,10415.0
2019-06-25 09:20:00,10395.0,10400.0,10405.0,10395.0,624.0,32494800.0,10415.0
2019-06-25 09:21:00,10405.0,10400.0,10405.0,10395.0,638.0,33223850.0,10415.0
2019-06-25 09:22:00,10400.0,10380.0,10400.0,10380.0,2248.0,117064600.0,10415.0
2019-06-25 09:23:00,10380.0,10360.0,10380.0,10330.0,12758.0,660797856.0,10405.0
2019-06-25 09:24:00,10360.0,10355.0,10370.0,10355.0,3638.0,187388500.0,10400.0
2019-06-25 09:25:00,10355.0,10370.0,10370.0,10355.0,2254.0,117208000.0,10400.0
2019-06-25 09:26:00,10365.0,10370.0,10370.0,10365.0,1634.0,84968000.0,10400.0
2019-06-25 09:27:00,10370.0,10365.0,10370.0,10360.0,768.0,39936000.0,10400.0
2019-06-25 09:28:00,10365.0,10385.0,10385.0,10365.0,2494.0,129688000.0,10400.0
2019-06-25 09:29:00,10380.0,10380.0,10385.0,10375.0,1076.0,55952000.0,10400.0
2019-06-25 09:30:00,10380.0,10370.0,10380.0,10370.0,1694.0,88088000.0,10400.0
2019-06-25 09:31:00,10370.0,10345.0,10370.0,10345.0,3256.0,167104150.0,10395.0
2019-06-25 09:32:00,10345.0,10350.0,10355.0,10335.0,4748.0,246777300.0,10395.0
2019-06-25 09:33:00,10350.0,10345.0,10350.0,10340.0,1402.0,72868950.0,10395.0
2019-06-25 09:34:00,10345.0,10345.0,10355.0,10345.0,1196.0,59770600.0,10390.0
2019-06-25 09:35:00,10340.0,10360.0,10365.0,10340.0,1990.0,103380500.0,10390.0
2019-06-25 09:36:00,10355.0,10360.0,10365.0,10355.0,878.0,45612100.0,10390.0
2019-06-25 09:37:00,10360.0,10340.0,10360.0,10330.0,3380.0,175591000.0,10390.0
2019-06-25 09:38:00,10340.0,10355.0,10360.0,10340.0,2662.0,138290900.0,10390.0
2019-06-25 09:39:00,10350.0,10355.0,10355.0,10345.0,1532.0,79587400.0,10390.0
2019-06-25 09:40:00,10350.0,10350.0,10355.0,10350.0,718.0,34629600.0,10385.0
2019-06-25 09:41:00,10355.0,10345.0,10355.0,10345.0,566.0,29389550.0,10385.0
2019-06-25 09:42:00,10350.0,10355.0,10360.0,10345.0,1620.0,84118500.0,10385.0
2019-06-25 09:43:00,10355.0,10360.0,10365.0,10355.0,1532.0,79549100.0,10385.0
2019-06-25 09:44:00,10360.0,10355.0,10365.0,10355.0,882.0,45797850.0,10385.0
2019-06-25 09:45:00,10355.0,10360.0,10365.0,10355.0,696.0,36139800.0,10385.0
2019-06-25 09:46:00,10365.0,10360.0,10365.0,10350.0,1136.0,58986800.0,10385.0
2019-06-25 09:47:00,10360.0,10350.0,10360.0,10350.0,904.0,46940200.0,10385.0
2019-06-25 09:48:00,10350.0,10365.0,10365.0,10350.0,996.0,51717300.0,10385.0
2019-06-25 09:49:00,10360.0,10360.0,10365.0,10355.0,542.0,28143350.0,10385.0
2019-06-25 09:50:00,10360.0,10350.0,10360.0,10350.0,804.0,41747700.0,10385.0
2019-06-25 09:51:00,10350.0,10355.0,10360.0,10350.0,480.0,24924000.0,10385.0
2019-06-25 09:52:00,10360.0,10355.0,10360.0,10350.0,664.0,34478200.0,10385.0
2019-06-25 09:53:00,10355.0,10375.0,10375.0,10355.0,1634.0,84845450.0,10385.0
2019-06-25 09:54:00,10375.0,10360.0,10375.0,10350.0,2718.0,141132150.0,10385.0
2019-06-25 09:55:00,10360.0,10360.0,10360.0,10350.0,1520.0,78926000.0,10385.0
2019-06-25 09:56:00,10355.0,10355.0,10360.0,10350.0,1194.0,61998450.0,10385.0
2019-06-25 09:57:00,10355.0,10360.0,10360.0,10350.0,462.0,23989350.0,10385.0
2019-06-25 09:58:00,10355.0,10360.0,10360.0,10350.0,732.0,38009100.0,10385.0
2019-06-25 09:59:00,10360.0,10355.0,10360.0,10355.0,162.0,8411850.0,10385.0
2019-06-25 10:00:00,10355.0,10365.0,10365.0,10355.0,794.0,41228450.0,10385.0
2019-06-25 10:01:00,10355.0,10350.0,10360.0,10345.0,1146.0,59506050.0,10385.0
2019-06-25 10:02:00,10355.0,10350.0,10355.0,10350.0,318.0,13304100.0,10380.0
2019-06-25 10:03:00,10350.0,10355.0,10360.0,10350.0,536.0,27818400.0,10380.0
2019-06-25 10:04:00,10355.0,10365.0,10365.0,10350.0,1156.0,59996400.0,10380.0
2019-06-25 10:05:00,10360.0,10365.0,10375.0,10360.0,1258.0,65290200.0,10380.0
2019-06-25 10:06:00,10360.0,10365.0,10365.0,10360.0,328.0,17023200.0,10380.0
2019-06-25 10:07:00,10360.0,10365.0,10370.0,10360.0,470.0,24393000.0,10380.0
2019-06-25 10:08:00,10365.0,10365.0,10370.0,10365.0,490.0,25431000.0,10380.0
2019-06-25 10:09:00,10370.0,10370.0,10375.0,10365.0,516.0,26780400.0,10380.0
2019-06-25 10:10:00,10375.0,10370.0,10380.0,10370.0,1540.0,79926000.0,10380.0
2019-06-25 10:11:00,10370.0,10365.0,10375.0,10365.0,516.0,26780400.0,10380.0
2019-06-25 10:12:00,10370.0,10375.0,10375.0,10365.0,334.0,17334600.0,10380.0
2019-06-25 10:13:00,10375.0,10370.0,10375.0,10370.0,444.0,23043600.0,10380.0
2019-06-25 10:14:00,10370.0,10365.0,10370.0,10365.0,252.0,13078800.0,10380.0
2019-06-25 10:15:00,10370.0,10365.0,10370.0,10365.0,370.0,19203000.0,10380.0
2019-06-25 10:31:00,10365.0,10370.0,10370.0,10365.0,214.0,11106600.0,10380.0
2019-06-25 10:32:00,10370.0,10365.0,10370.0,10360.0,378.0,19618200.0,10380.0
2019-06-25 10:33:00,10365.0,10365.0,10370.0,10360.0,658.0,34150200.0,10380.0
2019-06-25 10:34:00,10360.0,10360.0,10365.0,10360.0,220.0,11418000.0,10380.0
2019-06-25 10:35:00,10360.0,10365.0,10365.0,10355.0,558.0,28960200.0,10380.0
2019-06-25 10:36:00,10365.0,10360.0,10365.0,10360.0,420.0,21798000.0,10380.0
2019-06-25 10:37:00,10365.0,10360.0,10365.0,10360.0,244.0,12663600.0,10380.0
2019-06-25 10:38:00,10360.0,10370.0,10370.0,10355.0,682.0,35395800.0,10380.0
2019-06-25 10:39:00,10370.0,10365.0,10370.0,10355.0,664.0,34461600.0,10380.0
2019-06-25 10:40:00,10365.0,10360.0,10365.0,10360.0,348.0,18061200.0,10380.0
2019-06-25 10:41:00,10360.0,10370.0,10370.0,10360.0,586.0,30413400.0,10380.0
2019-06-25 10:42:00,10370.0,10365.0,10370.0,10365.0,150.0,7785000.0,10380.0
2019-06-25 10:43:00,10365.0,10360.0,10365.0,10355.0,602.0,31243800.0,10380.0
2019-06-25 10:44:00,10360.0,10370.0,10370.0,10360.0,410.0,21279000.0,10380.0
2019-06-25 10:45:00,10365.0,10360.0,10370.0,10360.0,308.0,15985200.0,10380.0
2019-06-25 10:46:00,10360.0,10365.0,10365.0,10360.0,98.0,5086200.0,10380.0
2019-06-25 10:47:00,10360.0,10360.0,10365.0,10360.0,504.0,26157600.0,10380.0
2019-06-25 10:48:00,10360.0,10370.0,10370.0,10360.0,618.0,32074200.0,10380.0
2019-06-25 10:49:00,10370.0,10365.0,10370.0,10360.0,682.0,35395800.0,10380.0
2019-06-25 10:50:00,10365.0,10360.0,10365.0,10360.0,278.0,14428200.0,10380.0
2019-06-25 10:51:00,10360.0,10355.0,10365.0,10355.0,504.0,26157600.0,10380.0
2019-06-25 10:52:00,10355.0,10355.0,10360.0,10355.0,302.0,15673800.0,10380.0
2019-06-25 10:53:00,10355.0,10340.0,10360.0,10310.0,5380.0,279222000.0,10380.0
2019-06-25 10:54:00,10335.0,10355.0,10355.0,10335.0,1384.0,71829600.0,10380.0
2019-06-25 10:55:00,10355.0,10350.0,10355.0,10345.0,978.0,50758200.0,10380.0
2019-06-25 10:56:00,10350.0,10350.0,10355.0,10350.0,324.0,16815600.0,10380.0
2019-06-25 10:57:00,10350.0,10350.0,10355.0,10350.0,234.0,12144600.0,10380.0
2019-06-25 10:58:00,10355.0,10360.0,10360.0,10345.0,1282.0,66535800.0,10380.0
2019-06-25 10:59:00,10360.0,10345.0,10360.0,10345.0,988.0,51277200.0,10380.0
2019-06-25 11:00:00,10350.0,10350.0,10355.0,10345.0,740.0,38406000.0,10380.0
2019-06-25 11:01:00,10350.0,10360.0,10360.0,10350.0,438.0,22732200.0,10380.0
2019-06-25 11:02:00,10360.0,10375.0,10380.0,10355.0,2916.0,147324800.0,10375.0
2019-06-25 11:03:00,10375.0,10365.0,10375.0,10365.0,1012.0,52497500.0,10375.0
2019-06-25 11:04:00,10370.0,10370.0,10375.0,10365.0,800.0,41500000.0,10375.0
2019-06-25 11:05:00,10365.0,10370.0,10370.0,10365.0,260.0,13487500.0,10375.0
2019-06-25 11:06:00,10370.0,10390.0,10410.0,10365.0,6024.0,316713008.0,10380.0
2019-06-25 11:07:00,10395.0,10385.0,10400.0,10385.0,3106.0,161201400.0,10380.0
2019-06-25 11:08:00,10390.0,10405.0,10405.0,10385.0,2026.0,105149400.0,10380.0
2019-06-25 11:09:00,10405.0,10390.0,10405.0,10390.0,1138.0,59062200.0,10380.0
2019-06-25 11:10:00,10390.0,10400.0,10400.0,10390.0,1032.0,53560800.0,10380.0
2019-06-25 11:11:00,10395.0,10395.0,10400.0,10390.0,570.0,29583000.0,10380.0
2019-06-25 11:12:00,10390.0,10395.0,10395.0,10390.0,658.0,34150200.0,10380.0
2019-06-25 11:13:00,10395.0,10400.0,10400.0,10390.0,666.0,34565400.0,10380.0
2019-06-25 11:14:00,10395.0,10390.0,10400.0,10390.0,452.0,23458800.0,10380.0
2019-06-25 11:15:00,10390.0,10390.0,10395.0,10385.0,966.0,50135400.0,10380.0
2019-06-25 11:16:00,10395.0,10390.0,10395.0,10390.0,230.0,11937000.0,10380.0
2019-06-25 11:17:00,10390.0,10385.0,10395.0,10385.0,518.0,26884200.0,10380.0
2019-06-25 11:18:00,10385.0,10385.0,10390.0,10385.0,300.0,15570000.0,10380.0
2019-06-25 11:19:00,10390.0,10385.0,10390.0,10380.0,710.0,36849000.0,10380.0
2019-06-25 11:20:00,10385.0,10380.0,10385.0,10380.0,226.0,11729400.0,10380.0
2019-06-25 11:21:00,10385.0,10380.0,10385.0,10380.0,196.0,10172400.0,10380.0
2019-06-25 11:22:00,10385.0,10390.0,10390.0,10380.0,844.0,43803600.0,10380.0
2019-06-25 11:23:00,10390.0,10395.0,10395.0,10390.0,312.0,16192800.0,10380.0
2019-06-25 11:24:00,10390.0,10390.0,10395.0,10385.0,382.0,19825800.0,10380.0
2019-06-25 11:25:00,10385.0,10380.0,10390.0,10380.0,624.0,32385600.0,10380.0
2019-06-25 11:26:00,10380.0,10385.0,10395.0,10380.0,600.0,31140000.0,10380.0
2019-06-25 11:27:00,10385.0,10385.0,10390.0,10380.0,266.0,13805400.0,10380.0
2019-06-25 11:28:00,10385.0,10385.0,10390.0,10380.0,154.0,7992600.0,10380.0
